latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation,,,,,,
22.375,87.25,54,0,GMT,GMT,,,,,,
,,,,,,,,,,,
time,temperature_2m (°C),relative_humidity_2m (%),precipitation_probability (%),wind_speed_10m (km/h),temperature_80m (°C),cloud_cover (%),cloud_cover_mid (%),cloud_cover_low (%),cloud_cover_high (%),rain (mm),soil_temperature_18cm (°C)
2024-01-01T00:00,14.2,88,NaN,3.6,19.3,0,0,0,0,0,19.3
2024-01-01T01:00,15.1,85,NaN,3.6,19.3,0,0,0,0,0,19.1
2024-01-01T02:00,16.7,80,NaN,3.9,19.4,0,0,0,0,0,18.8
2024-01-01T03:00,18.6,74,NaN,4.3,19.9,0,0,0,0,0,18.7
2024-01-01T04:00,21.1,66,NaN,4.5,21,0,0,0,0,0,18.9
2024-01-01T05:00,23.9,57,NaN,4.7,22.5,0,0,0,0,0,19.2
2024-01-01T06:00,25.9,50,NaN,4.7,23.6,0,0,0,0,0,19.5
2024-01-01T07:00,26.9,46,NaN,3.8,24.4,8,0,8,0,0,20
2024-01-01T08:00,27.3,43,NaN,2.9,25,16,0,16,0,0,20.5
2024-01-01T09:00,27.2,43,NaN,2.3,25.3,24,0,24,0,0,21
2024-01-01T10:00,26.6,46,NaN,1.1,25.5,16,0,16,0,0,21.4
2024-01-01T11:00,22.7,60,NaN,5.2,21.9,23,0,23,0,0,21.5
2024-01-01T12:00,21.7,72,NaN,2.7,22.2,6,0,6,0,0,21.6
2024-01-01T13:00,20.4,77,NaN,3.3,21.4,0,0,0,0,0,21.6
2024-01-01T14:00,19.3,81,NaN,3.6,20.6,0,0,0,0,0,21.5
2024-01-01T15:00,18.4,83,NaN,3.6,19.7,0,0,0,0,0,21.3
2024-01-01T16:00,17.6,85,NaN,3.6,18.7,0,0,0,0,0,21.1
2024-01-01T17:00,16.9,87,NaN,3.7,17.9,0,0,0,0,0,20.9
2024-01-01T18:00,16.3,89,NaN,3.2,17,0,0,0,0,0,20.6
2024-01-01T19:00,15.8,90,NaN,3.1,16.5,0,0,0,0,0,20.4
2024-01-01T20:00,15.3,90,NaN,3.7,16.1,0,0,0,0,0,20.1
2024-01-01T21:00,14.9,89,NaN,4,15.6,0,0,0,0,0,19.9
2024-01-01T22:00,14.6,89,NaN,4.3,15.2,0,0,0,0,0,19.6
2024-01-01T23:00,14.2,89,NaN,4,14.8,0,0,0,0,0,19.4
2024-01-02T00:00,14.1,87,NaN,3.6,14.8,0,0,0,0,0,19.2
2024-01-02T01:00,13.8,87,NaN,4,14.6,0,0,0,0,0,18.9
2024-01-02T02:00,14.6,83,NaN,4.4,14.4,0,0,0,0,0,18.7
2024-01-02T03:00,16.4,74,NaN,5.8,14.9,0,0,0,0,0,18.6
2024-01-02T04:00,18.5,66,NaN,5.8,16.6,0,0,0,0,0,18.6
2024-01-02T05:00,20.4,59,NaN,7.2,18.2,0,0,0,0,0,18.9
2024-01-02T06:00,21.1,56,NaN,5.2,18.8,0,0,0,0,0,19.1
2024-01-02T07:00,22.4,54,NaN,5.2,20,0,0,0,0,0,19.5
2024-01-02T08:00,23.3,51,NaN,5.9,21.1,0,0,0,0,0,20
2024-01-02T09:00,23.7,49,NaN,6.9,21.7,0,0,0,0,0,20.5
2024-01-02T10:00,23.3,50,NaN,7.2,21.9,9,0,9,0,0,20.9
2024-01-02T11:00,22.3,53,NaN,6.5,21.5,5,0,5,0,0,21.1
2024-01-02T12:00,21.5,61,NaN,3.8,22.1,4,0,4,0,0,21.4
2024-01-02T13:00,20,65,NaN,4.1,21.1,0,0,0,0,0,21.4
2024-01-02T14:00,18.9,67,NaN,4.1,20.2,0,0,0,0,0,21.3
2024-01-02T15:00,17.9,70,NaN,4.3,19.1,0,0,0,0,0,21.1
2024-01-02T16:00,16.9,74,NaN,4.3,17.9,0,0,0,0,0,20.9
2024-01-02T17:00,16.1,80,NaN,4.3,16.9,0,0,0,0,0,20.6
2024-01-02T18:00,15,86,NaN,3.6,15.9,0,0,0,0,0,20.3
2024-01-02T19:00,14.5,89,NaN,3.4,15.5,0,0,0,0,0,20.1
2024-01-02T20:00,14.1,89,NaN,3.7,15.2,0,0,0,0,0,19.8
2024-01-02T21:00,13.8,89,NaN,3.6,14.9,0,0,0,0,0,19.5
2024-01-02T22:00,13.6,89,NaN,3.6,14.6,0,0,0,0,0,19.3
2024-01-02T23:00,13.3,89,NaN,4,14.4,0,0,0,0,0,19
2024-01-03T00:00,13.6,87,NaN,4,14.7,0,0,0,0,0,18.8
2024-01-03T01:00,13.3,87,NaN,4.3,14.4,0,0,0,0,0,18.6
2024-01-03T02:00,14.2,84,NaN,5,14.2,0,0,0,0,0,18.3
2024-01-03T03:00,16.3,78,NaN,6.9,14.8,0,0,0,0,0,18.2
2024-01-03T04:00,18.5,72,NaN,8.2,16.5,0,0,0,0,0,18.3
2024-01-03T05:00,20.4,66,NaN,8.1,18.1,4,0,4,0,0,18.5
2024-01-03T06:00,21.4,59,NaN,5.9,18.9,20,0,20,0,0,18.8
2024-01-03T07:00,22.7,52,NaN,6.6,20.2,6,0,6,0,0,19.2
2024-01-03T08:00,23.5,50,NaN,5.7,21.2,0,0,0,0,0,19.8
2024-01-03T09:00,23.9,49,NaN,5.5,21.9,0,0,0,0,0,20.2
2024-01-03T10:00,23.7,50,NaN,5.4,22.2,0,0,0,0,0,20.7
2024-01-03T11:00,22.9,51,NaN,4.5,22.1,0,0,0,0,0,21
2024-01-03T12:00,21.7,60,NaN,2.5,22.3,0,0,0,0,0,21.2
2024-01-03T13:00,20.4,65,NaN,2.8,21.7,0,0,0,0,0,21.2
2024-01-03T14:00,19.3,70,NaN,3.1,21.1,0,0,0,0,0,21.1
2024-01-03T15:00,18.5,73,NaN,3.2,20.6,0,0,0,0,0,20.9
2024-01-03T16:00,17.6,77,NaN,3.6,19.9,0,0,0,0,0,20.7
2024-01-03T17:00,17,79,NaN,2.6,19.1,0,0,0,0,0,20.4
2024-01-03T18:00,16.2,82,NaN,1.8,18.2,0,0,0,0,0,20.1
2024-01-03T19:00,15.7,84,NaN,1.6,17.6,0,0,0,0,0,19.9
2024-01-03T20:00,15.3,86,NaN,2.7,17.1,0,0,0,0,0,19.6
2024-01-03T21:00,14.9,88,NaN,3.6,16.7,0,0,0,0,0,19.3
2024-01-03T22:00,14.6,89,NaN,3.3,16.4,0,0,0,0,0,19.1
2024-01-03T23:00,14.5,90,NaN,3.2,16.1,0,0,0,0,0,18.8
2024-01-04T00:00,14.5,90,NaN,3.2,16.3,0,0,0,0,0,18.6
2024-01-04T01:00,14.3,90,NaN,3.4,15.9,0,0,0,0,0,18.4
2024-01-04T02:00,15.4,88,NaN,3.4,15.7,0,0,0,0,0,18.1
2024-01-04T03:00,17.4,79,NaN,5.4,15.9,0,0,0,0,0,18.1
2024-01-04T04:00,19.7,72,NaN,5.1,17.8,0,0,0,0,0,18.2
2024-01-04T05:00,21.9,63,NaN,6.5,19.6,0,0,0,0,0,18.4
2024-01-04T06:00,23.5,54,NaN,4.4,21.2,0,0,0,0,0,18.8
2024-01-04T07:00,24.7,50,NaN,4.8,22.3,0,0,0,0,0,19.3
2024-01-04T08:00,25.6,47,NaN,4.7,23.3,0,0,0,0,0,19.9
2024-01-04T09:00,25.8,47,NaN,4.1,23.8,0,0,0,0,0,20.4
2024-01-04T10:00,25.6,48,NaN,5,24.1,0,0,0,0,0,20.9
2024-01-04T11:00,24.8,50,NaN,4.6,24,0,0,0,0,0,21.3
2024-01-04T12:00,22.9,65,NaN,3.1,23.5,0,0,0,0,0,21.4
2024-01-04T13:00,21.7,69,NaN,3.1,23.1,0,0,0,0,0,21.5
2024-01-04T14:00,20.6,73,NaN,3.4,22.3,0,0,0,0,0,21.4
2024-01-04T15:00,19.8,76,NaN,3,21.5,0,0,0,0,0,21.3
2024-01-04T16:00,19.1,78,NaN,2.3,21,0,0,0,0,0,21.1
2024-01-04T17:00,18.5,80,NaN,1.8,20.5,0,0,0,0,0,20.9
2024-01-04T18:00,17.7,84,NaN,2.5,19.7,0,0,0,0,0,20.7
2024-01-04T19:00,17.3,85,NaN,2.2,19.5,0,0,0,0,0,20.5
2024-01-04T20:00,17,86,NaN,1.1,19.4,0,0,0,0,0,20.2
2024-01-04T21:00,16.6,88,NaN,2.6,19.2,0,0,0,0,0,20
2024-01-04T22:00,16.1,90,NaN,2.9,19,0,0,0,0,0,19.8
2024-01-04T23:00,15.9,91,NaN,3.4,18.8,0,0,0,0,0,19.5
2024-01-05T00:00,15.8,89,NaN,3,19,0,0,0,0,0,19.3
2024-01-05T01:00,15.6,90,NaN,3.5,18.3,0,0,0,0,0,19.1
2024-01-05T02:00,16.5,87,NaN,3.4,17.7,0,0,0,0,0,18.9
2024-01-05T03:00,19,76,NaN,5,17.6,0,0,0,0,0,18.8
2024-01-05T04:00,21.4,67,NaN,6.4,19.5,0,0,0,0,0,18.9
2024-01-05T05:00,23.4,60,NaN,7,21.3,0,0,0,0,0,19.2
2024-01-05T06:00,24.3,57,NaN,5.4,22,0,0,0,0,0,19.5
2024-01-05T07:00,25.4,53,NaN,5.9,23,6,0,6,0,0,20
2024-01-05T08:00,25.9,51,NaN,6.4,23.6,0,0,0,0,0,20.5
2024-01-05T09:00,26.1,50,NaN,6.6,24.2,21,0,21,0,0,21
2024-01-05T10:00,25.9,50,NaN,7.1,24.4,0,0,0,0,0,21.5
2024-01-05T11:00,25,52,NaN,6.6,24.2,9,0,9,0,0,21.8
2024-01-05T12:00,22.9,67,NaN,3.6,23.6,0,0,0,0,0,21.9
2024-01-05T13:00,21.6,72,NaN,3.3,23,0,0,0,0,0,22
2024-01-05T14:00,20.7,76,NaN,3.3,22.4,0,0,0,0,0,21.9
2024-01-05T15:00,20,79,NaN,3.1,21.8,0,0,0,0,0,21.7
2024-01-05T16:00,19.4,82,NaN,2.9,21.3,0,0,0,0,0,21.6
2024-01-05T17:00,18.8,84,NaN,3.1,20.9,0,0,0,0,0,21.4
2024-01-05T18:00,18.5,85,NaN,2.2,20.5,0,0,0,0,0,21.1
2024-01-05T19:00,18.1,86,NaN,1.6,20.1,0,0,0,0,0,20.9
2024-01-05T20:00,17.6,88,NaN,1.4,19.8,0,0,0,0,0,20.7
2024-01-05T21:00,17.2,90,NaN,2.5,19.5,0,0,0,0,0,20.4
2024-01-05T22:00,16.9,91,NaN,2.2,19.1,0,0,0,0,0,20.2
2024-01-05T23:00,16.6,92,NaN,2.3,18.5,0,0,0,0,0,20
2024-01-06T00:00,16.4,90,NaN,2.5,18.9,0,0,0,0,0,19.7
2024-01-06T01:00,16.2,91,NaN,2.7,18.1,0,0,0,0,0,19.5
2024-01-06T02:00,17,89,NaN,3.4,17.8,0,0,0,0,0,19.3
2024-01-06T03:00,19.2,80,NaN,5,17.8,0,0,0,0,0,19.2
2024-01-06T04:00,21.5,70,NaN,5.6,19.7,0,0,0,0,0,19.3
2024-01-06T05:00,23.6,63,NaN,5.4,21.5,0,0,0,0,0,19.5
2024-01-06T06:00,24.5,55,NaN,5.8,22.2,0,0,0,0,0,19.9
2024-01-06T07:00,25.6,48,NaN,6.3,23.2,0,0,0,0,0,20.4
2024-01-06T08:00,26.2,46,NaN,7.1,23.9,0,0,0,0,0,20.9
2024-01-06T09:00,26.2,46,NaN,8,24.2,4,0,4,0,0,21.4
2024-01-06T10:00,25.8,49,NaN,7.9,24.3,27,0,27,0,0,21.8
2024-01-06T11:00,25,52,NaN,6.8,24.1,29,29,0,0,0,22.1
2024-01-06T12:00,23.6,62,NaN,2.9,24.2,0,0,0,0,0,22.3
2024-01-06T13:00,22.5,66,NaN,2.9,23.7,0,0,0,0,0,22.3
2024-01-06T14:00,21.5,71,NaN,2.3,23.2,0,0,0,0,0,22.2
2024-01-06T15:00,21,72,NaN,2.4,22.6,3,3,0,0,0,22.1
2024-01-06T16:00,20.4,74,NaN,2.1,22.2,5,5,0,0,0,21.9
2024-01-06T17:00,19.8,76,NaN,3.1,21.7,27,27,0,0,0,21.7
2024-01-06T18:00,19,81,NaN,2.6,20.8,69,69,0,0,0,21.4
2024-01-06T19:00,18.6,83,NaN,3.1,20.2,49,49,0,0,0,21.2
2024-01-06T20:00,18.3,85,NaN,4,19.6,48,48,0,0,0,21
2024-01-06T21:00,17.9,87,NaN,3.3,18.9,65,65,0,0,0,20.8
2024-01-06T22:00,17.5,91,NaN,3.7,18.5,59,59,0,0,0,20.6
2024-01-06T23:00,17.3,92,NaN,3.6,18.3,55,55,0,0,0,20.4
2024-01-07T00:00,17.1,92,NaN,3.3,18.3,58,58,0,0,0,20.3
2024-01-07T01:00,16.9,93,NaN,3.3,18,32,32,0,0,0,20.1
2024-01-07T02:00,17.7,91,NaN,3.6,17.9,0,0,0,0,0,19.9
2024-01-07T03:00,19.8,83,NaN,5.5,18.3,0,0,0,0,0,19.9
2024-01-07T04:00,21.9,75,NaN,6.4,19.9,24,0,24,0,0,20
2024-01-07T05:00,23.6,68,NaN,7.1,21.4,58,0,58,0,0,20.2
2024-01-07T06:00,24,63,NaN,7.3,21.9,59,0,59,0,0,20.4
2024-01-07T07:00,24.9,59,NaN,8,22.8,46,0,46,0,0,20.8
2024-01-07T08:00,25.5,56,NaN,8.7,23.4,53,0,53,0,0,21.2
2024-01-07T09:00,25.6,55,NaN,8.7,23.8,60,0,60,0,0,21.5
2024-01-07T10:00,25.3,56,NaN,9.1,23.9,43,0,43,0,0,21.8
2024-01-07T11:00,24.3,60,NaN,8.8,23.5,31,0,31,0,0,22.1
2024-01-07T12:00,23.1,69,NaN,4.9,23.4,0,0,0,0,0,22.3
2024-01-07T13:00,21.8,75,NaN,3.2,22.7,29,0,29,0,0,22.3
2024-01-07T14:00,21.1,78,NaN,2.8,22.3,0,0,0,0,0,22.2
2024-01-07T15:00,20.3,81,NaN,2.6,21.9,0,0,0,0,0,22.1
2024-01-07T16:00,19.8,83,NaN,2.5,21.5,0,0,0,0,0,21.9
2024-01-07T17:00,19.3,85,NaN,3,21.2,0,0,0,0,0,21.7
2024-01-07T18:00,18.8,87,NaN,2.1,20.8,0,0,0,0,0,21.4
2024-01-07T19:00,18.4,89,NaN,2.7,20.3,0,0,0,0,0,21.2
2024-01-07T20:00,18.1,91,NaN,3.3,19.9,0,0,0,0,0,21
2024-01-07T21:00,17.7,92,NaN,3.6,19.4,0,0,0,0,0,20.7
2024-01-07T22:00,17.4,93,NaN,4,19,0,0,0,0,0,20.5
2024-01-07T23:00,17.3,93,NaN,4,18.5,0,0,0,0,0,20.3
2024-01-08T00:00,17.3,93,NaN,4,18.5,0,0,0,0,0,20.2
2024-01-08T01:00,17,93,NaN,4.3,17.9,0,0,0,0,0,20
2024-01-08T02:00,17.7,91,NaN,5.4,17.5,0,0,0,0,0,19.9
2024-01-08T03:00,19.5,84,NaN,6.6,18,3,0,3,0,0,19.8
2024-01-08T04:00,21.3,77,NaN,8.3,19.4,14,0,14,0,0,19.9
2024-01-08T05:00,23,70,NaN,7.6,20.8,29,0,29,0,0,20.1
2024-01-08T06:00,22.9,66,NaN,6.9,20.6,46,0,46,0,0,20.3
2024-01-08T07:00,24.1,60,NaN,8.7,21.8,57,0,57,0,0,20.8
2024-01-08T08:00,24.6,57,NaN,8.8,22.5,53,0,53,0,0,21.2
2024-01-08T09:00,24.9,56,NaN,8.3,23,40,0,40,0,0,21.6
2024-01-08T10:00,24.7,56,NaN,7.9,23.2,29,0,29,0,0,21.9
2024-01-08T11:00,24,58,NaN,6.5,23.2,25,0,25,0,0,22.2
2024-01-08T12:00,22.8,70,NaN,3.3,23.4,7,0,7,0,0,22.3
2024-01-08T13:00,21.4,76,NaN,3.6,22.7,0,0,0,0,0,22.3
2024-01-08T14:00,20.5,81,NaN,3.4,22,0,0,0,0,0,22.2
2024-01-08T15:00,19.9,83,NaN,2.8,21.3,0,0,0,0,0,22
2024-01-08T16:00,19.2,85,NaN,2.6,20.7,0,0,0,0,0,21.8
2024-01-08T17:00,18.6,87,NaN,2.9,20.2,0,0,0,0,0,21.6
2024-01-08T18:00,18.3,88,NaN,2.1,19.9,0,0,0,0,0,21.3
2024-01-08T19:00,17.8,89,NaN,3.1,19.3,0,0,0,0,0,21.1
2024-01-08T20:00,17.4,90,NaN,3.7,18.8,0,0,0,0,0,20.8
2024-01-08T21:00,17.2,91,NaN,4,18.2,0,0,0,0,0,20.6
2024-01-08T22:00,16.7,92,NaN,4,17.7,0,0,0,0,0,20.3
2024-01-08T23:00,16.4,93,NaN,4.5,17.1,0,0,0,0,0,20.1
2024-01-09T00:00,16.4,93,NaN,4.5,17.1,0,0,0,0,0,20
2024-01-09T01:00,15.9,93,NaN,4.5,16.4,0,0,0,0,0,19.8
2024-01-09T02:00,16.4,91,NaN,4.8,16.1,0,0,0,0,0,19.6
2024-01-09T03:00,18.1,83,NaN,5.7,16.6,11,0,11,0,0,19.5
2024-01-09T04:00,19.9,75,NaN,6.8,18,0,0,0,0,0,19.6
2024-01-09T05:00,21.6,67,NaN,6.9,19.4,20,0,20,0,0,19.8
2024-01-09T06:00,22.2,62,NaN,4,19.9,22,0,22,0,0,20
2024-01-09T07:00,23.5,57,NaN,5.2,21.1,14,0,14,0,0,20.5
2024-01-09T08:00,24.4,54,NaN,5.7,22.1,10,0,10,0,0,21
2024-01-09T09:00,24.9,49,NaN,7.2,22.9,0,0,0,0,0,21.4
2024-01-09T10:00,24.8,47,NaN,5.9,23.4,0,0,0,0,0,21.8
2024-01-09T11:00,24.1,49,NaN,4.3,23.3,0,0,0,0,0,22.1
2024-01-09T12:00,23.1,59,NaN,2.6,23.7,0,0,0,0,0,22.3
2024-01-09T13:00,21.7,64,NaN,3.1,23.1,0,0,0,0,0,22.3
2024-01-09T14:00,20.5,70,NaN,3.1,22.5,0,0,0,0,0,22.1
2024-01-09T15:00,19.5,74,NaN,2.4,21.8,0,0,0,0,0,21.9
2024-01-09T16:00,19.1,75,NaN,1.8,21.4,0,0,0,0,0,21.7
2024-01-09T17:00,18.5,76,NaN,0.8,20.9,0,0,0,0,0,21.4
2024-01-09T18:00,17.5,82,NaN,1,20,0,0,0,0,0,21.1
2024-01-09T19:00,16.9,84,NaN,1,19.5,0,0,0,0,0,20.8
2024-01-09T20:00,16.5,86,NaN,2.1,19,0,0,0,0,0,20.5
2024-01-09T21:00,16.3,87,NaN,1.9,18.4,0,0,0,0,0,20.3
2024-01-09T22:00,16,89,NaN,2.6,18,0,0,0,0,0,20
2024-01-09T23:00,15.8,90,NaN,3.3,17.6,0,0,0,0,0,19.8
2024-01-10T00:00,15.9,90,NaN,2.9,18.2,0,0,0,0,0,19.6
2024-01-10T01:00,15.8,91,NaN,2.9,17.5,0,0,0,0,0,19.3
2024-01-10T02:00,16.6,89,NaN,2.9,17.1,0,0,0,0,0,19.1
2024-01-10T03:00,18.7,81,NaN,3.9,17.3,0,0,0,0,0,19.1
2024-01-10T04:00,21,72,NaN,5.2,19.1,0,0,0,0,0,19.2
2024-01-10T05:00,22.9,65,NaN,6.7,20.8,0,0,0,0,0,19.5
2024-01-10T06:00,24.1,59,NaN,4.7,21.7,0,0,0,0,0,19.9
2024-01-10T07:00,25.1,51,NaN,4.7,22.7,0,0,0,0,0,20.4
2024-01-10T08:00,25.7,47,NaN,4.7,23.5,0,0,0,0,0,20.9
2024-01-10T09:00,26,45,NaN,4.7,24,0,0,0,0,0,21.4
2024-01-10T10:00,25.8,44,NaN,4.9,24.3,0,0,0,0,0,21.8
2024-01-10T11:00,25.1,45,NaN,3.4,24.2,0,0,0,0,0,22.2
2024-01-10T12:00,23.7,60,NaN,2.2,24.3,0,0,0,0,0,22.3
2024-01-10T13:00,22.5,63,NaN,2.6,24,0,0,0,0,0,22.3
2024-01-10T14:00,21.8,65,NaN,2.2,23.7,0,0,0,0,0,22.3
2024-01-10T15:00,21.1,66,NaN,2.6,23.4,0,0,0,0,0,22.1
2024-01-10T16:00,20.5,68,NaN,2.6,22.9,0,0,0,0,0,21.9
2024-01-10T17:00,20,69,NaN,2.6,22.1,11,11,0,0,0,21.7
2024-01-10T18:00,19.3,74,NaN,2.3,21.2,42,40,5,0,0,21.5
2024-01-10T19:00,19,76,NaN,3.1,20.7,68,61,11,0,0,21.3
2024-01-10T20:00,18.6,79,NaN,3.3,20.2,75,64,44,0,0,21.1
2024-01-10T21:00,18,82,NaN,3.8,19.2,77,66,51,0,0,21
2024-01-10T22:00,17.8,84,NaN,4,18.2,83,50,74,0,0,20.8
2024-01-10T23:00,17.8,84,NaN,4.7,18,79,56,69,0,0,20.6
2024-01-11T00:00,17.6,83,NaN,3.6,18.2,87,41,75,0,0,20.5
2024-01-11T01:00,17.7,84,NaN,4,17.9,89,50,78,0,0,20.4
2024-01-11T02:00,18.2,82,NaN,4.7,17.8,87,42,75,0,0,20.3
2024-01-11T03:00,19.5,77,NaN,5.4,18.2,81,6,76,0,0,20.2
2024-01-11T04:00,21.2,72,NaN,5.4,19.5,58,0,58,0,0,20.3
2024-01-11T05:00,22.9,65,NaN,6.8,20.9,58,0,58,0,0,20.5
2024-01-11T06:00,23.7,59,NaN,6.7,21.3,83,0,83,0,0,20.7
2024-01-11T07:00,24.6,56,NaN,6.3,22.3,49,0,49,0,0,21
2024-01-11T08:00,25.4,52,NaN,8,23.3,56,0,56,0,0,21.4
2024-01-11T09:00,25.4,53,NaN,8.9,23.5,37,0,37,0,0,21.8
2024-01-11T10:00,25,54,NaN,7.8,23.5,29,0,29,0,0,22.1
2024-01-11T11:00,24.3,55,NaN,6.5,23.4,31,0,31,0,0,22.3
2024-01-11T12:00,22.6,66,NaN,3.5,23.1,31,0,31,0,0,22.5
2024-01-11T13:00,21.1,72,NaN,3.9,22.3,19,0,19,0,0,22.5
2024-01-11T14:00,20.1,76,NaN,3.8,21.7,8,0,8,0,0,22.3
2024-01-11T15:00,19.3,78,NaN,3.9,20.9,0,0,0,0,0,22.2
2024-01-11T16:00,18.6,81,NaN,3.9,19.9,0,0,0,0,0,22
2024-01-11T17:00,17.9,84,NaN,3.9,19,0,0,0,0,0,21.7
2024-01-11T18:00,16.8,84,NaN,2.7,17.9,0,0,0,0,0,21.4
2024-01-11T19:00,16.2,85,NaN,3.3,17.5,0,0,0,0,0,21.2
2024-01-11T20:00,15.6,86,NaN,4,16.9,0,0,0,0,0,20.9
2024-01-11T21:00,15.1,83,NaN,5.1,16.1,0,0,0,0,0,20.6
2024-01-11T22:00,14.5,82,NaN,5.4,15.2,0,0,0,0,0,20.3
2024-01-11T23:00,13.8,82,NaN,4.7,14.5,0,0,0,0,0,20
2024-01-12T00:00,13.7,82,NaN,4,14.6,0,0,0,0,0,19.8
2024-01-12T01:00,13.1,84,NaN,3.7,14.1,0,0,0,0,0,19.5
2024-01-12T02:00,13.6,82,NaN,3.5,14,0,0,0,0,0,19.2
2024-01-12T03:00,15.9,70,NaN,6.2,14.4,0,0,0,0,0,19
2024-01-12T04:00,18.2,59,NaN,8,16.2,0,0,0,0,0,19
2024-01-12T05:00,20,52,NaN,8,17.7,0,0,0,0,0,19.1
2024-01-12T06:00,20.7,48,NaN,6.7,18.2,0,0,0,0,0,19.3
2024-01-12T07:00,21.9,43,NaN,8,19.4,0,0,0,0,0,19.7
2024-01-12T08:00,22.8,39,NaN,8.7,20.4,0,0,0,0,0,20.1
2024-01-12T09:00,23,40,NaN,8.4,20.9,0,0,0,0,0,20.5
2024-01-12T10:00,22.8,42,NaN,8,21.2,0,0,0,0,0,20.9
2024-01-12T11:00,21.9,45,NaN,7.6,21.1,0,0,0,0,0,21.1
2024-01-12T12:00,20.3,52,NaN,4.2,20.9,0,0,0,0,0,21.3
2024-01-12T13:00,18.8,59,NaN,4.1,20.1,0,0,0,0,0,21.2
2024-01-12T14:00,17.7,65,NaN,3.8,19.4,0,0,0,0,0,21.1
2024-01-12T15:00,16.6,71,NaN,4.1,18.5,0,0,0,0,0,20.8
2024-01-12T16:00,15.9,74,NaN,4.6,17.4,0,0,0,0,0,20.6
2024-01-12T17:00,15.1,78,NaN,4.1,16.5,0,0,0,0,0,20.3
2024-01-12T18:00,14.4,82,NaN,3.4,15.6,0,0,0,0,0,20
2024-01-12T19:00,14,84,NaN,2.9,15.1,0,0,0,0,0,19.7
2024-01-12T20:00,13.5,86,NaN,3.3,14.8,0,0,0,0,0,19.4
2024-01-12T21:00,13.3,87,NaN,3.3,14.6,0,0,0,0,0,19.1
2024-01-12T22:00,13,87,NaN,3,14.4,0,0,0,0,0,18.8
2024-01-12T23:00,12.8,88,NaN,2.7,14.2,0,0,0,0,0,18.5
2024-01-13T00:00,13,85,NaN,1.8,14.4,0,0,0,0,0,18.2
2024-01-13T01:00,12.7,87,NaN,2.4,14.2,0,0,0,0,0,17.9
2024-01-13T02:00,13.3,86,NaN,2.7,14.1,0,0,0,0,0,17.7
2024-01-13T03:00,15.6,77,NaN,3.2,14.2,0,0,0,0,0,17.5
2024-01-13T04:00,17.9,67,NaN,4.6,16,0,0,0,0,0,17.6
2024-01-13T05:00,19.9,58,NaN,5.7,17.5,0,0,0,0,0,17.8
2024-01-13T06:00,20.8,54,NaN,4.5,18.3,0,0,0,0,0,18.2
2024-01-13T07:00,22,49,NaN,5,19.5,0,0,0,0,0,18.7
2024-01-13T08:00,22.8,45,NaN,5.2,20.4,0,0,0,0,0,19.3
2024-01-13T09:00,23.1,44,NaN,6,21,0,0,0,0,0,19.8
2024-01-13T10:00,23,44,NaN,6.7,21.3,0,0,0,0,0,20.3
2024-01-13T11:00,22.2,47,NaN,6.8,21.2,0,0,0,0,0,20.6
2024-01-13T12:00,20.8,52,NaN,4.1,21.3,0,0,0,0,0,20.8
2024-01-13T13:00,19.2,59,NaN,4.3,20.3,0,0,0,0,0,20.8
2024-01-13T14:00,18,64,NaN,4.2,19.6,0,0,0,0,0,20.7
2024-01-13T15:00,17.1,67,NaN,4,18.7,0,0,0,0,0,20.6
2024-01-13T16:00,16.3,69,NaN,3.7,17.9,0,0,0,0,0,20.3
2024-01-13T17:00,15.6,72,NaN,3.6,17.1,0,0,0,0,0,20.1
2024-01-13T18:00,14.9,72,NaN,3.1,16.3,0,0,0,0,0,19.8
2024-01-13T19:00,14.3,74,NaN,2.9,15.7,0,0,0,0,0,19.5
2024-01-13T20:00,13.9,76,NaN,3.1,15.3,0,0,0,0,0,19.3
2024-01-13T21:00,13.4,77,NaN,3,14.8,0,0,0,0,0,19
2024-01-13T22:00,13.1,79,NaN,3.1,14.3,0,0,0,0,0,18.7
2024-01-13T23:00,12.7,80,NaN,3,13.9,0,0,0,0,0,18.4
2024-01-14T00:00,12.9,79,NaN,2.9,14.2,0,0,0,0,0,18.2
2024-01-14T01:00,12.6,80,NaN,2.9,13.8,0,0,0,0,0,17.9
2024-01-14T02:00,13.1,79,NaN,2.5,13.7,0,0,0,0,0,17.7
2024-01-14T03:00,15.4,71,NaN,4.8,13.8,0,0,0,0,0,17.5
2024-01-14T04:00,17.7,63,NaN,4.3,15.7,0,0,0,0,0,17.6
2024-01-14T05:00,19.8,56,NaN,4.5,17.5,0,0,0,0,0,17.8
2024-01-14T06:00,20.3,56,NaN,3.8,17.9,1,0,0,1,0,18.2
2024-01-14T07:00,21.6,52,NaN,2.5,19.2,0,0,0,0,0,18.7
2024-01-14T08:00,22.5,49,NaN,3.2,20.2,6,0,6,0,0,19.2
2024-01-14T09:00,22.9,48,NaN,4.9,20.8,0,0,0,0,0,19.7
2024-01-14T10:00,22.8,48,NaN,6.1,21.1,9,0,9,0,0,20.2
2024-01-14T11:00,22,51,NaN,6.6,21,9,0,9,0,0,20.5
2024-01-14T12:00,20.8,59,NaN,4.7,20.9,0,0,0,0,0,20.7
2024-01-14T13:00,19.1,67,NaN,4.7,19.9,0,0,0,0,0,20.7
